Label	Text
objective	the trouble is , something is already waiting for them inside - something that does n't want them to leave . 
subjective	coral reef adventure is a heavyweight film that fights a good fight on behalf of the world 's endangered reefs -- and it lets the pictures do the punching . 
subjective	with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity . 
subjective	though a capable thriller , somewhere along the way k-19 jettisoned some crucial drama . 
objective	while other kids buy into countless hours of studying just so they can get a mark in some teacher 's report book , handsome davis sees it as nothing more than a system of control over your mind . 
objective	the roadworkers are mates from way back , and each weekend they go out to an old goldmining site hoping to strike it rich . 
objective	but the hired `` kidnappers `` turn out to be ex-cons with a plan of their own , and the extreme date escalates out of control . 
objective	it is a study of dark forces lurking in the lives of teenagers today . 
subjective	occasionally funny , always very colorful and enjoyably overblown in the traditional almodM-svar style . 
objective	but the reverie was broken when his family sent devdas to london for education . 
objective	a tropical setting : a dying man , his life a disaster of decadence and mis-spent emotion . 
subjective	an impressive work in many regards -- the acting , the photography , the pace -- but it would 've been even more so had egoyan gone with his gut and been less indulgent of his brain . 
subjective	has enough wit , energy and geniality to please not only the fanatical adherents on either side , but also people who know nothing about the subject and think they 're not interested . 
subjective	the title not only describes its main characters , but the lazy people behind the camera as well . 
subjective	there are times when a rumor of angels plays like an extended episode of touched by an angel -- a little too much dancing , a few too many weeping scenes -- but i liked its heart and its spirit . 
objective	a young man is struggling to get over harmful memories from his childhood , but while doing so discovers a technique that allows him to travel back in time and occupy his childhood body changing his history forever . 
subjective	a wonderful , low-key coming-of-age saga with none of that after-school special hysteria . 
objective	the film centres around three female supermodels who live and work together . 
subjective	some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments . 
subjective	tsai convincingly paints a specifically urban sense of disassociation here . 
